Hugo_Symbol	Entrez_Gene_Id
SOX9	0
SOX9	0
PIK3CA	5290
TP53	7157
FLT4	0
FBXW7	55294
KRAS	3845
FGFR2	0
PTPRD	0
BCOR	0
APC	0
PIK3CA	5290
KRAS	3845
APC	324
SMAD4	4089
PTEN	0
EPHA5	0
APC	324
EPHA3	0
PTPRT	11122
MSH3	0
RAD54L	0
KRAS	0
PRKD1	0
TP53	0
ERCC2	0
SETD2	0
APC	0
PIK3CA	5290
PIK3CA	5290
KRAS	3845
TP53	0
APC	0
TERT	0
TBX3	0
KMT2B	0
PMS1	0
FOXL2	0
KRAS	3845
TP53	0
MYOD1	0
APC	324
AXL	0
TCF7L2	0
KDM5A	0
CD276	0
EPHA3	0
BCOR	0
KRAS	3845
TP53	7157
APC	324
FBXW7	0
KMT2D	0
NTRK3	0
EPAS1	0
APC	324
TP53	7157
APC	0
ALK	0
CARD11	0
PIK3CG	0
KRAS	0
TP53	7157
KRAS	3845
APC	0
NOTCH1	0
SOX9	0
EGFR	0
PIK3CA	5290
APC	324
KRAS	3845
DICER1	0
APC	0
CSF1R	0
KRAS	3845
ARID1A	8289
RAD54L	0
JAK1	3716
APC	324
APC	324
PTPRT	11122
SMARCA4	0
NF1	0
FAT1	2195
SOX9	0
MAP2K4	0
SOX9	6662
INHBA	0
NOTCH1	0
MSH3	4437
HLA-B	3106
AGO2	27161
KMT2C	58508
KMT2B	9757
MSH3	0
KMT2B	9757
DIS3	0
FLCN	0
NF1	0
BRCA1	0
BRIP1	0
KEAP1	0
JAK3	0
EPCAM	0
REL	0
ERCC3	2071
ERBB4	0
NCOA3	0
RTEL1	0
WHSC1	0
EPHA5	0
E2F3	0
PRDM1	0
ESR1	0
MET	0
NTRK2	0
BCOR	0
SMARCA4	6597
PTEN	5728
TP53	7157
KRAS	3845
NF1	0
PTEN	5728
KRAS	3845
CARD11	0
IKZF1	0
TP53	0
HIST3H3	0
TSC2	0
APC	0
ROS1	0
MAPKAP1	0
TP53	7157
KRAS	3845
SMAD4	0
NTRK3	0
PTEN	0
TCF7L2	0
ERCC2	0
APC	0
TP53	7157
KRAS	3845
PTPRD	0
FGFR4	0
MSH6	0
APC	0
TP53	7157
BRAF	673
KRAS	3845
SMAD4	0
PIK3CA	0
KRAS	3845
TSC2	0
TP53	0
ALK	0
APC	324
APC	324
TGFBR1	0
AMER1	0
KRAS	3845
APC	0
TP53	7157
ERBB3	2065
FBXW7	55294
KMT2C	0
SPEN	0
TCF7L2	0
GRIN2A	0
EPHA7	0
ARID1A	0
ATM	0
KRAS	3845
RB1	5925
SOX9	0
SOX9	0
SMAD4	0
CARM1	0
APC	0
APC	324
PRDM1	0
CARD11	0
KRAS	3845
TERT	7015
TP53	7157
APC	324
PTEN	0
APC	324
JAK3	0
PLCG2	5336
IRS1	0
KRAS	3845
TP53	7157
APC	0
CDKN2C	0
APC	0
KMT2C	0
SOX17	0
TP53	7157
KRAS	0
HGF	0
KRAS	3845
SOX9	0
NTRK3	4916
TGFBR2	0
ELF3	0
ALK	238
CTNNB1	0
KRAS	3845
APC	324
SMAD4	4089
TCF7L2	0
CTNNB1	0
APC	0
KRAS	3845
APC	324
RAD50	0
KRAS	3845
PIK3CA	5290
APC	324
APC	324
CDKN1B	1027
AMER1	139285
SOX9	0
KRAS	3845
APC	324
ALK	0
SH2B3	0
SOX9	0
APC	0
TP53	0
H3F3B	0
KRAS	3845
TP53	7157
APC	324
YES1	0
TP53	7157
APC	324
KDR	0
KRAS	3845
IKZF1	0
MTOR	0
ATM	0
ATM	0
APC	0
TP53	7157
KRAS	3845
ASXL1	0
SETD2	0
KRAS	3845
TP53	7157
APC	324
SMAD4	4089
APC	324
NOTCH4	0
MAPK1	0
KRAS	3845
APC	0
PIK3CA	5290
ATM	0
EP300	0
RICTOR	0
PTEN	0
GRIN2A	0
APC	0
KRAS	3845
AXL	558
APC	0
APC	324
AR	0
FBXW7	0
RFWD2	0
AURKA	0
KRAS	3845
TERT	7015
APC	324
ATM	0
SMAD4	0
TP53	7157
FBXW7	55294
APC	0
HIST1H3G	0
KDM6A	0
KRAS	3845
PIK3CA	5290
APC	324
APC	324
AXIN1	0
GRIN2A	0
CTCF	0
PRKAR1A	0
SOX9	0
FBXW7	0
TP53	7157
APC	0
KRAS	3845
BRCA2	0
SLX4	0
TET2	0
IKZF1	0
FBXW7	55294
KRAS	3845
TP53	7157
PTPRS	0
KDR	0
APC	0
APC	0
CREBBP	0
KRAS	3845
PIK3CA	5290
APC	324
BAP1	0
U2AF1	0
APC	0
NF1	0
SESN2	0
SMAD3	0
SMAD2	0
KDM6A	0
PIK3CA	0
SMAD4	0
KRAS	0
APC	0
RNF43	54894
ABL1	0
ERBB4	0
RICTOR	0
KRAS	3845
TP53	7157
APC	324
ARID1A	8289
CREBBP	0
SOX9	0
ATRX	0
JUN	0
RET	0
MYOD1	0
KMT2A	0
KRAS	3845
SMAD3	0
ERBB4	0
INPP4B	0
APC	324
EPHA7	0
ROS1	0
AMER1	0
KRAS	3845
DNMT3B	0
INPPL1	3636
ASXL2	0
ERBB4	0
FBXW7	0
APC	0
APC	0
APC	0
SOX17	0
PAX5	0
KRAS	3845
PIK3CA	5290
NF1	0
PIK3CA	0
JUN	0
FAM46C	0
MGA	0
CTNNB1	0
PIK3CG	0
RAD21	0
PIK3CA	5290
APC	324
TP53	7157
KRAS	3845
CDC73	0
PTEN	0
KMT2D	0
RPS6KA4	0
IRS2	0
MGA	23269
TGFBR2	0
FBXW7	0
APC	324
NSD1	0
KRAS	3845
SMAD4	0
APC	0
SMAD4	0
KRAS	3845
PIK3CA	5290
KRAS	3845
BCOR	54880
SMAD4	4089
APC	324
TCF7L2	0
NCOR1	0
NCOR1	0
APC	0
ATRX	0
KRAS	3845
TP53	7157
GRIN2A	0
SMAD4	4089
FLT4	0
SOX17	0
TSC1	0
KRAS	3845
PTPRD	0
TP53	7157
PTPN11	0
INHBA	0
HLA-B	0
NOTCH3	0
SH2B3	10019
ARID1A	0
RAD54L	0
DDR2	0
ELF3	0
ARID2	0
SMARCD1	0
FLT3	0
RUNX1	0
TP53	7157
KRAS	3845
APC	324
PAK7	0
SMAD4	0
NFE2L2	0
CTNNB1	0
EPHB1	0
PREX2	0
KRAS	3845
PTEN	5728
SMAD2	4087
INHBA	0
RUNX1	0
MDM4	0
KDM5A	0
TGFBR2	0
TGFBR2	0
CTNNB1	0
PIK3R1	0
APC	0
PIK3CG	0
PTPRD	0
BCOR	0
KRAS	3845
KDM5A	0
PTPRS	0
APC	0
KRAS	3845
BRAF	0
RAF1	5894
APC	0
APC	0
NOTCH2	0
ARID1A	0
ATM	0
MGA	23269
MITF	0
PIK3CA	5290
KRAS	3845
PIK3CA	5290
FGFR3	0
APC	0
MGA	0
ARID1A	0
SOX9	0
STK11	0
ERBB4	0
BARD1	0
EPHA3	0
FANCC	0
KRAS	3845
APC	324
TP53	0
SMAD2	0
TSC1	0
ZFHX3	0
TCF7L2	0
SMAD3	0
CDKN2B	0
KRAS	3845
TP53	7157
TP53	7157
APC	324
APC	324
TP53	0
SOX9	0
PIK3CA	0
TERT	0
MSH3	0
WHSC1L1	0
TP53	7157
KRAS	3845
PIK3CA	5290
MED12	0
APC	0
ARID1A	0
TCF7L2	0
CREBBP	0
KRAS	3845
PIK3CA	5290
APC	324
RAF1	5894
APC	0
MED12	0
SMAD3	0
SMYD3	0
STAT5B	0
KMT2B	0
KMT2B	0
KRAS	3845
PIK3CA	5290
MTOR	0
APC	324
FBXW7	55294
FBXW7	0
RBM10	0
HLA-A	0
KMT2A	0
ZFHX3	0
KRAS	3845
FBXW7	55294
PIK3CA	0
SMAD2	0
APC	0
SMAD2	4087
TCF7L2	0
KMT2D	0
SMAD3	0
IDH1	0
MAP3K1	0
APC	0
PIK3CA	5290
SMAD3	0
FBXW7	55294
KRAS	3845
ANKRD11	0
MTOR	0
TP53BP1	0
SLX4	0
SOX9	0
SMAD2	0
ERCC2	0
APC	0
KRAS	3845
TP53	7157
APC	324
APC	0
KRAS	3845
TP53	7157
APC	324
HGF	3082
ASXL2	0
APC	0
KRAS	3845
ARID1A	0
APC	324
ERBB3	0
NFKBIA	0
TP53	0
KRAS	3845
APC	0
TP53	0
MAP2K4	0
XIAP	0
PIK3CA	5290
KRAS	3845
APC	324
APC	324
PBRM1	0
TP53	7157
KRAS	3845
SMAD4	4089
APC	324
GRIN2A	0
TRAF7	0
NOTCH3	0
RAD50	0
KRAS	3845
MTOR	0
APC	324
SMAD4	0
ERBB2	0
TCF7L2	0
KRAS	3845
TP53	7157
CTNNB1	1499
ERBB4	0
PBRM1	0
IL7R	0
RASA1	0
RNF43	0
ERBB4	0
KRAS	3845
TP53	7157
SMAD4	4089
AMER1	139285
ZFHX3	0
APC	0
KRAS	3845
PIK3CA	5290
PIK3CA	5290
AMER1	139285
ERCC2	0
KRAS	3845
PIK3CA	5290
TP53	7157
DOT1L	0
PLCG2	0
PTPRT	0
APC	0
PIK3CA	5290
APC	324
TP53	7157
KRAS	3845
NEGR1	0
FBXW7	0
FGF19	0
CRLF2	0
AMER1	0
AR	0
APC	0
KRAS	3845
EIF4A2	0
CDK12	0
SOX9	0
SOX9	0
NTRK1	0
B2M	567
PTEN	5728
AR	367
RNF43	54894
KMT2D	8085
ERBB2	2064
HIST1H1C	3006
KDM5C	0
CDH1	0
SMAD4	0
AXL	0
ARID2	196528
RHOA	0
KRAS	3845
GLI1	2735
SETD2	29072
IKBKE	0
PTPRS	0
NOTCH4	4855
PIK3CD	0
CDKN2C	0
IKBKE	0
DNMT3A	0
MSH2	0
MSH2	0
INPP4A	0
ERCC3	0
IRS1	0
RHOA	0
RYBP	23429
INPP4B	0
FBXW7	0
FAT1	0
TERT	0
RICTOR	0
RAD50	0
RAD50	0
CSF1R	0
PDGFRB	0
HIST1H1C	0
ROS1	0
ARID1B	0
ETV1	0
PIK3CG	0
JAK2	0
SYK	0
TSC1	0
TET1	0
FGF19	0
ERBB3	0
PTPN11	0
IGF1R	0
PLCG2	0
PLCG2	0
RNF43	54894
RNF43	0
RPTOR	0
RPTOR	0
RPTOR	0
DOT1L	0
SMARCA4	0
NOTCH3	0
BRD4	0
AXL	0
CIC	0
CIC	0
AURKA	0
CHEK2	0
EP300	0
MED12	0
ATRX	0
NOTCH1	0
BCL10	8915
FGF19	0
MLL2	0
ABL1	0
ASXL2	0
ARID1A	0
MSH2	0
CHEK2	0
NOTCH1	0
CASP8	0
MLL2	0
ARID1A	0
B2M	567
MGA	23269
NTRK3	0
CREBBP	1387
ARID2	0
ATRX	0
KRAS	3845
IDH2	3418
NOTCH3	0
MYD88	0
ESR1	0
ARID1A	0
APC	324
ALK	0
CARD11	0
IKZF1	0
ATM	0
KRAS	0
DICER1	0
ANKRD11	0
MAP2K4	0
TP53	0
APC	324
PTEN	5728
KRAS	3845
MAP2K1	0
FLCN	0
FOXP1	0
KRAS	3845
APC	324
APC	324
IRS1	0
MYD88	0
PIK3CG	0
CBFB	0
AMER1	139285
NFE2L2	0
PIK3R1	0
KRAS	3845
FBXW7	55294
PTPRD	0
APC	0
PIK3R1	0
KRAS	3845
APC	324
APC	0
NTRK1	0
BARD1	0
PIK3CG	0
PTPRD	0
WT1	0
SMAD4	0
CDKN1B	0
TP53	0
KRAS	3845
TP53	7157
APC	324
CTLA4	0
MAP3K1	0
PIK3C2G	0
PTPRS	0
KRAS	3845
APC	0
MAP3K1	0
CIC	0
MED12	0
PIK3R1	0
KRAS	3845
APC	324
PPP2R1A	0
B2M	567
ERBB3	0
FBXW7	55294
ARID1B	0
TGFBR1	0
GREM1	0
B2M	0
TSC2	0
SOX9	0
APC	0
KRAS	3845
APC	0
TP53	7157
FAT1	0
APC	0
IGF1R	0
CIC	0
BBC3	0
ATRX	0
FAT1	0
NSD1	0
KRAS	3845
PIK3CA	5290
FBXW7	55294
CDK8	0
SMAD4	0
PPP2R1A	0
TP53	0
APC	0
KRAS	3845
GNAS	2778
MED12	0
DDR2	0
NTRK1	0
INPP4B	0
FBXW7	0
MGA	0
SOX9	0
KRAS	3845
APC	324
MAP3K1	0
APC	0
RPS6KA4	8986
SMAD3	0
SMAD3	4088
ERBB2	0
SMAD2	0
APC	0
KRAS	3845
TP53	7157
APC	324
TP53	7157
PTPRT	0
APC	324
SOX9	0
KRAS	3845
TP53	7157
APC	324
MAP2K1	0
BRCA2	675
NTRK3	0
SMARCA4	0
ATRX	0
KRAS	3845
PIK3CA	5290
FBXW7	55294
APC	324
IDH2	3418
PMS2	5395
TP53	0
GRIN2A	0
PTPRS	0
EP300	0
EPHA3	0
APC	324
TP53	0
KRAS	3845
CDKN2B	0
SHQ1	0
FBXW7	0
DICER1	0
KRAS	3845
PTCH1	5727
NCOR1	0
MLL2	0
ARID1A	8289
CTCF	10664
SOX17	0
GLI1	2735
HLA-A	0
MLL3	0
SPEN	0
IDH1	0
FUBP1	8880
RNF43	0
ABL1	25
CDKN2A	0
ARID1B	0
NOTCH4	0
EPHA5	2044
RNF43	54894
RAD54L	0
EPCAM	0
TGFBR2	0
RHOA	0
BAP1	0
CSF1R	0
MYC	0
ARID2	0
MLL2	0
GLI1	0
LATS2	0
DICER1	0
MGA	0
CREBBP	0
CREBBP	0
YES1	0
BCL2	0
PTPRS	0
ASXL1	0
TOP1	0
BCOR	54880
MLH1	0
MALT1	10892
BARD1	0
ARID1B	0
BRIP1	0
EGFL7	51162
CIC	0
MST1R	0
MLL2	0
MLL2	0
AXIN2	0
PIK3R3	0
KRAS	3845
APC	324
PIK3CA	5290
KRAS	0
TCF7L2	0
TCF7L2	6934
TSC1	7248
NKX3-1	0
SOX9	0
JAK3	0
SMAD4	0
SMAD4	0
SOX9	0
TP53	7157
KRAS	3845
APC	324
APC	324
SMARCA4	0
TCF7L2	0
PLCG2	0
PIK3CA	5290
KRAS	3845
KRAS	3845
FLT4	0
APC	0
SMAD4	4089
RPS6KA4	0
SOX9	0
PIK3CA	5290
PIK3CA	5290
KRAS	3845
NOTCH4	0
MDC1	0
APC	0
TCF7L2	6934
KRAS	3845
APC	324
PIK3CA	5290
EP300	2033
MAX	4149
ATM	0
CARD11	0
ERBB4	0
MAP3K13	0
FAT1	0
PLK2	0
GLI1	0
NCOA3	0
APC	0
TP53	7157
APC	0
APC	0
KRAS	3845
EPHA5	0
SOX9	0
SMAD4	0
TCF7L2	0
TP53	7157
KRAS	3845
APC	324
PIK3CG	5294
DOT1L	0
ERBB3	2065
KRAS	3845
TP53	7157
APC	0
APC	0
KRAS	3845
SOX17	0
APC	324
RICTOR	0
TCF7L2	0
FGF4	0
TP53	0
TP53	7157
KRAS	3845
KRAS	3845
INHBA	0
TP53	0
APC	0
KRAS	3845
APC	324
PIK3CA	5290
RUNX1	0
EP300	0
KRAS	3845
TP53	7157
ARID1A	0
PMS1	0
APC	0
KRAS	3845
TP53	7157
APC	324
SOX9	0
FOXA1	0
AMER1	0
MED12	0
APC	0
PIK3CA	5290
KRAS	3845
APC	324
APC	324
RAD50	0
ZFHX3	0
ASXL1	0
TP53	0
KRAS	3845
TP53	0
GATA3	2625
APC	0
TP53	7157
KRAS	3845
ZFHX3	0
PTPRS	0
PIK3R2	0
APC	0
KRAS	3845
KRAS	3845
APC	324
IRS1	0
HLA-A	0
CIC	0
PIK3CA	0
KRAS	3845
APC	0
TP53	7157
NKX3-1	0
ANKRD11	0
AMER1	0
KRAS	3845
APC	324
CTNNB1	0
POLD1	0
ERBB3	2065
TP53	0
KRAS	3845
APC	324
TP53	7157
RASA1	0
NOTCH4	0
IKZF1	0
MLL2	0
KRAS	3845
TP53	7157
PRDM1	0
SMO	0
PLCG2	0
TP53	7157
APC	324
APC	0
KRAS	3845
MST1R	0
MDC1	0
KRAS	3845
TP53	7157
TP53	7157
APC	324
RPTOR	0
MPL	0
FOXP1	0
PTPRT	0
ATRX	0
APC	0
KRAS	3845
TP53	7157
RAD54L	0
SOX9	0
CTNNB1	0
KRAS	3845
TP53	7157
APC	324
PTEN	5728
MLL2	0
RAF1	0
CARD11	0
KRAS	3845
TP53	7157
CARD11	0
SMAD3	4088
SMAD2	0
RBM10	0
KRAS	3845
APC	324
TP53	0
STAT5A	0
SMAD4	0
APC	0
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
MAX	4149
APC	0
PTPRT	0
KRAS	3845
PIK3CA	0
APC	0
IGF1R	0
PLCG2	0
ALOX12B	0
APC	0
RASA1	0
CASP8	0
KRAS	3845
ESR1	0
KDR	0
EP300	0
CTNNB1	0
KRAS	3845
TP53	7157
ERBB4	0
RPTOR	0
BCOR	0
SOX9	0
KRAS	3845
APC	324
APC	324
RPS6KA4	0
KRAS	3845
APC	324
ERCC3	0
HNF1A	0
BRCA2	0
GRIN2A	0
PTPRS	0
TP53	7157
APC	324
APC	324
KRAS	3845
JAK1	0
INHBA	0
KRAS	3845
RB1	0
TP53	7157
APC	0
MSH6	0
ATR	0
MAP3K13	0
PIK3CG	0
TP53	7157
KRAS	0
PIK3CG	0
WT1	0
TP53	7157
TP53	7157
KRAS	3845
EPHA7	0
SOX17	0
APC	0
APC	0
KRAS	3845
APC	324
TCF7L2	0
HIST1H3C	0
MLL3	0
RAD51C	0
KRAS	3845
TP53	7157
FBXW7	55294
APC	324
RFWD2	0
CTCF	0
BRD4	0
MED12	0
KRAS	3845
CTNNB1	1499
TP53	7157
TP53	7157
GPS2	2874
NF2	0
EIF1AX	0
AMER1	0
KRAS	0
TP53	0
APC	324
APC	324
KRAS	3845
SMAD4	4089
TP53	0
FLT3	0
KRAS	3845
TP53	0
BRCA1	0
CTNNB1	0
PIK3CA	5290
KRAS	3845
TP53	0
APC	0
CTNNB1	0
APC	324
KRAS	3845
ATM	0
TP53BP1	0
APC	0
NOTCH4	4855
KRAS	3845
SMAD4	4089
APC	324
APC	324
CREBBP	0
EZH2	0
EGFL7	0
SMAD3	0
SMAD2	0
MED12	0
TP53	7157
BRAF	673
KRAS	3845
PTPRT	0
KRAS	3845
FBXW7	55294
SMAD2	0
APC	0
SOX9	0
APC	0
KRAS	3845
TP53	7157
PDGFRA	0
INPP4B	0
DNMT1	0
KRAS	3845
TP53	7157
APC	324
TP53	0
FBXW7	0
APC	0
APC	0
PREX2	0
KRAS	3845
TERT	7015
STK11	0
PAK7	0
